timestamp,median,pcap,value0,value1
0.28177332878112793,0.0,,74.276281745654,81.23233005311292
1.2797765731811523,129.61247037895865,120.0,108.6609657834302,110.69303331427422
2.2847113609313965,183.2483513464921,120.0,109.00508117567144,110.96689113398354
3.2791383266448975,181.24495611690938,120.0,112.7935947032809,112.90032953650268
4.279702663421631,181.55114230165805,120.0,113.85337423358752,113.7423538768204
5.278949975967407,180.33363128036515,79.0,100.59725658489312,102.67193329779526
6.278531312942505,142.66728365130217,79.0,67.26149693646948,74.82036632329978
7.281540155410767,144.95808003377363,79.0,67.94292472523156,74.4866951559599
8.27895998954773,153.84707648926536,79.0,70.10311102644981,76.1604108600198
9.279086112976074,152.54892640199085,79.0,65.82643786882423,70.99447369631484
10.27925992012024,162.78184321129422,110.0,79.09518521157095,84.13183409382705
11.279297351837158,185.2840436929764,110.0,104.16019499268992,104.21909178405625
12.279261589050293,188.8083966070206,110.0,104.07071452804507,104.09043023287644
13.278713464736938,188.84709881402674,110.0,104.24627902247155,104.13354621671547
14.278482437133789,188.78357296670816,110.0,103.783412968397,103.84446207073115
15.286275863647461,192.88747714331396,75.0,91.7926162452946,92.03068981890172
16.288503646850586,170.26022948690192,75.0,70.80387766153831,70.97153316698643
17.28346538543701,171.06323693591844,75.0,70.9909732710854,70.97342887803845
18.286606073379517,171.32311714128164,75.0,72.2601070687227,72.34498448997341
19.279051303863525,171.42231252792266,75.0,69.53484638068956,69.43718457012855
20.279025316238403,171.16192687173535,72.0,69.85149113877455,69.97423533012274
21.289673328399658,157.36705061430473,72.0,68.13135532846273,68.12555805778916
22.28871989250183,157.2883053648738,72.0,68.10455869671358,68.12801806522492
23.305211782455444,157.33329269816733,72.0,68.26306552338741,68.32106991497115
24.306434869766235,157.30968923404205,72.0,68.15438718447751,68.1410974378369
25.280251502990723,163.2757382574925,96.0,76.18501119435075,75.74960073339652
26.280106782913208,218.59912950775959,96.0,89.54917124254268,89.50149534145642
27.280258417129517,209.79387285966732,96.0,90.89871584454367,90.90799243913732
28.27877163887024,209.68376155639658,96.0,90.80457169697527,90.87932784066524
29.27916193008423,209.74216689283912,96.0,90.86927326610434,90.78599376593408
30.303645133972168,204.76453041883727,83.0,87.18621412307078,87.18353374738771
31.287132263183594,184.80409512576747,83.0,78.41314973834031,78.41712132006728
32.27875638008118,184.77152972763673,83.0,78.65698389712276,78.69052786137946
33.28304886817932,185.02957709146284,83.0,78.43454073390242,78.45052512090602
34.30097723007202,185.0592372146022,83.0,78.47357807389382,78.40132641962897
35.30190968513489,183.20688110737672,44.0,65.16770211777735,65.24465635794014
36.3404266834259,85.15661672148455,44.0,41.620486713264256,41.54902038194575
37.291248083114624,84.86180214286036,44.0,41.48167873780813,41.54086334817118
38.32337760925293,84.60380243439974,44.0,41.72354147420703,41.68758765252366
39.35122990608215,84.84890738669225,44.0,41.67276765702229,41.654774798616536
40.28708243370056,84.9215568498559,71.0,50.26665740595125,50.33781071268206
41.27843618392944,153.65967161014524,71.0,67.00329019787446,67.08394455561684
42.27883458137512,154.06216769667307,71.0,66.39152497729557,65.9088683159824
43.27928328514099,151.0211418255065,71.0,66.88381588761811,66.79108450082398
44.30439019203186,163.20193911327118,71.0,67.2780371410134,67.2543400967769
45.300875663757324,163.28527323717526,101.0,76.28432425760205,77.24534175358495
46.279773473739624,214.8896449738592,101.0,95.62577296759994,95.60114424617976
47.27924585342407,214.78435485480543,101.0,95.61806452904273,95.62014162470044
48.2791543006897,214.73587110014097,101.0,97.048609947807,96.9992884348986
49.2908411026001,215.00555924087342,101.0,94.05383237450114,94.0351902404574
50.28042793273926,214.7806053214097,76.0,88.58501389594765,88.67833163691873
51.30289077758789,172.04969939662152,76.0,70.48499261098472,70.51812241615723
52.28029990196228,172.04381681163647,76.0,71.81918725937649,71.83979480442797
53.27937936782837,172.19903269030448,76.0,71.9497737667489,71.93517232613192
54.28699588775635,172.03266291251003,76.0,73.39162866031064,73.38648086846477
55.2801558971405,172.3796772396409,120.0,84.02587800555573,83.87469793386542
56.28012251853943,230.05461410310102,120.0,113.53070689600496,113.59296396605691
57.28183674812317,230.08306381783672,120.0,115.02268037017944,115.0761167668332
